price,sqft_price,super_area_sqft,bhk,bathroom,balcony,covered_parking,open_parking,total_parking,facility_score,floor_number,total_floors,property_id,city_id,location_id,property_type_id,transaction_id,furnishing_id,overlooking_id,ownership_id,facing_id,floor_category_id
9100000.0,6667.0,1513.3333333333333,2,3.0,1.0,0,0,0,1,4.0,10.0,180,1,1665,4,2,1,4,1,0,2
38000000.0,9824.0,1573.3333333333333,8,7.0,3.0,0,0,0,0,4.0,10.0,181,1,104,3,2,1,5,1,4,2
27500000.0,7534.0,4000.0,6,5.0,4.0,2,0,2,0,4.0,10.0,182,1,1153,3,2,2,5,1,6,2
12500000.0,9550.0,1478.6666666666667,3,3.0,3.0,1,0,1,0,1.0,3.0,183,1,923,0,2,1,5,1,0,2
9500000.0,10326.0,960.0,2,2.0,1.0,0,0,0,0,4.0,4.0,184,1,1328,0,2,1,4,1,0,0
75000000.0,62210.0,112.0,2,2.0,2.0,0,0,0,0,9.0,19.0,185,1,1637,0,2,1,4,1,0,2
2700000.0,3885.0,926.6666666666666,1,1.0,1.0,0,0,0,0,4.0,17.0,186,1,1641,0,2,2,4,1,0,1
10500000.0,8685.0,1345.3333333333333,3,2.0,2.0,1,0,1,0,4.0,5.0,187,1,1276,0,2,2,0,1,1,0
12500000.0,13048.0,1010.6666666666666,2,2.0,2.0,0,0,0,0,0.0,2.0,188,1,1172,0,2,1,0,1,0,1
7950000.0,6360.0,1536.0,3,2.0,1.0,0,0,0,0,1.0,2.0,189,1,2113,0,2,1,1,1,7,2
9500000.0,5956.0,1595.0,3,3.0,3.0,0,0,0,0,3.0,6.0,190,1,424,0,2,2,0,1,0,2
20000000.0,11429.0,1750.0,3,3.0,1.0,0,0,0,0,26.0,28.0,191,1,583,0,2,1,2,1,0,0
5800000.0,8696.0,667.0,1,2.0,2.0,0,0,0,1,0.0,3.0,192,1,1402,1,2,1,0,1,4,1
6050000.0,6368.0,1133.3333333333333,2,2.0,1.0,1,0,1,0,1.0,3.0,193,1,1103,0,2,1,5,1,0,2
7900000.0,6077.0,1733.3333333333333,2,2.0,2.0,2,0,2,1,4.0,10.0,194,1,208,4,0,1,0,1,4,2
4900000.0,6125.0,1060.0,2,2.0,1.0,0,0,0,0,2.0,5.0,195,1,2519,0,2,1,4,1,0,2
6200000.0,5124.0,1210.0,2,2.0,2.0,1,0,1,0,26.0,28.0,196,1,2602,0,2,1,3,1,5,0
3000000.0,4431.0,596.0,2,1.0,1.0,0,0,0,2,4.0,4.0,197,1,1695,0,2,1,0,1,7,0
32799999.999999996,16500.0,1994.6666666666667,4,3.0,1.0,0,0,0,0,3.0,3.0,198,1,584,1,2,2,4,1,0,0
27000000.0,8182.0,3333.3333333333335,6,5.0,1.0,0,0,0,0,4.0,10.0,199,1,1722,4,2,1,4,1,0,2
3900000.0,3900.0,1266.6666666666667,2,2.0,2.0,0,0,0,1,1.0,2.0,200,1,1772,0,2,2,4,1,0,2
4900000.0,5475.0,933.3333333333334,2,2.0,2.0,0,0,0,0,2.0,2.0,201,1,2230,0,2,1,5,1,0,0
95000000.0,42222.0,2250.0,3,4.0,1.0,2,0,2,1,4.0,10.0,202,1,1113,3,2,1,5,1,2,2
20000000.0,8333.0,2666.6666666666665,4,4.0,2.0,0,1,1,0,4.0,10.0,203,1,270,3,2,1,1,1,0,2
5500000.0,4783.0,1333.3333333333333,3,2.0,2.0,1,0,1,0,1.0,3.0,204,1,1344,0,2,1,1,1,1,2
6700000.0,7882.0,566.6666666666666,2,3.0,1.0,0,0,0,3,4.0,10.0,205,1,2228,3,2,1,4,1,4,2
